ram_usage,cpu_percent,node_id,io_usage,application_id,ram_limit,container_id,customer_id,time,network_usage,pids
53804531712,67.67,pl0eh63odp6hxytiaim7y1yqf,0.0,SAP_FIORI,1200409804.8,fd8d34d0546a,Vatan,1583488637522,28560.0,1
53804531712,73.43,pl0eh63odp6hxytiaim7y1yqf,0.0,SAP_FIORI,1200409804.8,fd8d34d0546a,Vatan,1583488638619,32080.0,1
53804531712,77.26,pl0eh63odp6hxytiaim7y1yqf,0.0,SAP_FIORI,1200409804.8,fd8d34d0546a,Vatan,1583488640631,36000.0,1
53804531712,55.85,pl0eh63odp6hxytiaim7y1yqf,0.0,SAP_FIORI,1200409804.8,fd8d34d0546a,Vatan,1583488643901,45760.0,1
53804531712,65.90,pl0eh63odp6hxytiaim7y1yqf,0.0,SAP_FIORI,1200409804.8,fd8d34d0546a,Vatan,1583488645043,58800.0,1
53804531712,65.90,pl0eh63odp6hxytiaim7y1yqf,0.0,SAP_FIORI,1200409804.8,fd8d34d0546a,Vatan,1583488646035,58800.0,1
53804531712,83.92,pl0eh63odp6hxytiaim7y1yqf,0.0,SAP_FIORI,1200409804.8,fd8d34d0546a,Vatan,1583488646756,67360.0,1
53804531712,83.92,pl0eh63odp6hxytiaim7y1yqf,0.0,SAP_FIORI,1200409804.8,fd8d34d0546a,Vatan,1583488648571,67360.0,1
53804531712,79.94,pl0eh63odp6hxytiaim7y1yqf,0.0,SAP_FIORI,1200409804.8,fd8d34d0546a,Vatan,1583488649969,75840.0,1
53804531712,89.08,pl0eh63odp6hxytiaim7y1yqf,0.0,SAP_FIORI,1200409804.8,fd8d34d0546a,Vatan,1583488651374,79200.0,1
53804531712,89.08,pl0eh63odp6hxytiaim7y1yqf,0.0,SAP_FIORI,1200409804.8,fd8d34d0546a,Vatan,1583488652553,79200.0,1
53804531712,71.49,pl0eh63odp6hxytiaim7y1yqf,0.0,SAP_FIORI,1200409804.8,fd8d34d0546a,Vatan,1583488654641,84800.0,1
53804531712,78.76,pl0eh63odp6hxytiaim7y1yqf,0.0,SAP_FIORI,1200409804.8,fd8d34d0546a,Vatan,1583488656536,86400.0,1
53804531712,82.57,pl0eh63odp6hxytiaim7y1yqf,0.0,SAP_FIORI,1200409804.8,fd8d34d0546a,Vatan,1583488657695,88000.0,1
53804531712,79.16,pl0eh63odp6hxytiaim7y1yqf,0.0,SAP_FIORI,1200409804.8,fd8d34d0546a,Vatan,1583488658961,96000.0,1
53804531712,65.09,pl0eh63odp6hxytiaim7y1yqf,0.0,SAP_FIORI,1200409804.8,fd8d34d0546a,Vatan,1583488659929,96800.0,1
